Hp,Ep,Length,Hydrophobic residue%,H,miuH,Normalized Hydrophobic Moment,Normalized Hydrophobicity,Net Charge,Isoelectric Point,Penetration Depth,Tilt Angle,Disordered Conformation Propensity,Linear Moment,Propensity to in vitro Aggregation,Angle Subtended by the Hydrophobic Residues,Amphiphilicity Index,Propensity to PPII coil,Boman Index,PP1,PP2,PP3,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,Z1,Z2,Z3,Z4,Z5,F1,F2,F3,F4,F5,F6,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,MSWHIM1,MSWHIM2,MSWHIM3,Tiny_Mole.,Small_Mole.,Aliphatic_Mole.,Aromatic_Mole.,NonPolar_Mole.,Polar_Mole.,Charged_Mole.,Basic_Mole.,Acidic_Mole.
0.167,0.333,6,0.5,0.615,0.377674684,1.68,-0.27,-1,3.01,30,125,0.49,0.47,0,100,0,1.29,-0.196666667,-0.573333333,-0.528333333,-0.161666667,0.781666667,-0.618333333,-0.046666667,-0.336666667,0.15,-0.273333333,-0.25,-0.2,0.13,-0.088333333,-0.628333333,-1.16,0.453333333,-0.595,0.768333333,-0.354166667,-0.943,-0.421666667,0.426333333,0.9825,-0.609833333,-5.933333333,-1.46,0.056666667,0.355,0.665,0.186666667,-0.376666667,-0.651666667,-0.223333333,-0.451666667,-0.926666667,0.21,1.03,-1.388333333,-2.838333333,0.543333333,-0.243333333,-1.091666667,-0.946666667,0.576666667,-0.178333333,-1.127833333,-0.464833333,-0.2955,0.0665,-0.366166667,-0.68,-0.032666667,-0.069333333,0.261666667,-0.59,0.236666667,-0.12,-0.87,-0.4,0.195,0.153333333,-0.158333333,0.03,-0.495,0.3,-0.623333333,16.667,83.333,33.333,0,83.333,16.667,16.667,0,16.667
0.143,0.286,7,0.857,1.098571429,0.420711712,1.38,-1.79,0,3.5,11,64,0.79,0.47,9.51,260,0,0.89,-1.742857143,-0.644285714,-0.075714286,-0.23,0.027142857,0.028571429,0.052857143,-0.734285714,0.127142857,-0.718571429,0.447142857,0.884285714,0.651428571,-0.144285714,-2.061428571,-0.08,0.221428571,-0.274285714,0.027142857,0.342142857,-0.086571429,0.379428571,0.526285714,-0.187285714,-0.128428571,-3.43,-0.575714286,-0.151428571,-0.104285714,0.48,0.784285714,-0.078571429,0.01,-0.031428571,0.015714286,-0.322857143,-0.201428571,-0.484285714,2.928571429,-1.357142857,0.427142857,-0.405714286,-0.312857143,0.2,0.067142857,0.03,-0.678285714,-0.182142857,0.302571429,-0.008142857,-0.544,-0.084714286,-0.184857143,0.392857143,-0.72,0.19,-0.108571429,0.407142857,-0.378571429,0.484285714,0.177142857,0.11,-0.012857143,-0.454285714,0.052857143,0.568571429,-0.452857143,14.286,42.857,28.571,42.857,85.714,14.286,0,0,0
0.429,0.429,7,0.286,0.087142857,0.186598278,0.96,1.4,0,6.14,30,49,-0.19,0.53,0,60,0.71,1.09,3.544285714,0.042857143,-0.354285714,0.061428571,0.271428571,-0.261428571,0.057142857,0.411428571,-0.24,0.07,0.1,-0.185714286,-0.197142857,-0.478571429,1.038571429,-0.475714286,-0.487142857,-0.677142857,0.398571429,-0.434428571,-0.345857143,-0.339857143,0.263857143,0.414714286,-0.009285714,-4.744285714,0.25,-0.07,0.037142857,0.718571429,-0.427142857,-0.104285714,-0.34,0.272857143,-0.154285714,-0.305714286,0.432857143,0.377142857,-2.764285714,-0.518571429,0.18,0.311428571,-0.35,0.104285714,0.215714286,-0.147142857,-0.910142857,-0.168142857,-0.300428571,-0.029428571,-0.084857143,-0.480142857,0.259571429,0.396142857,0.67,-0.195714286,-0.09,-0.252857143,-0.098571429,0.004285714,0.164285714,0.094285714,0.131428571,0.067142857,-0.304285714,0.395714286,-0.277142857,28.571,42.857,14.286,0,42.857,57.143,28.571,14.286,14.286
0.714,0.286,7,0.429,-0.014285714,0.572246195,1.8,1.37,-1,3.94,30,20,-0.04,0.33,0,100,0.71,0.93,3.502857143,0.334285714,-0.355714286,-0.195714286,-0.1,0.07,-0.301428571,0.49,-0.202857143,-0.335714286,-0.054285714,0.425714286,0.462857143,-0.447142857,1.044285714,0.327142857,-0.255714286,-1.124285714,0.732857143,-0.475428571,0.186,-0.000571429,0.316428571,-0.106,-0.404571429,-4.02,0.89,0.27,0.262857143,0.42,-0.407142857,0.242857143,0.044285714,-0.01,-0.54,0.075714286,0.564285714,-0.234285714,-2.017142857,0.957142857,-1.407142857,-0.342857143,-0.352857143,0.082857143,0.542857143,-0.687142857,-0.775285714,-0.243142857,-0.353857143,-0.180428571,0.310714286,0.581428571,-0.027571429,-0.054285714,0.617142857,-0.192857143,-0.412857143,0.215714286,-0.111428571,0.33,-0.357142857,0.032857143,-0.322857143,-0.131428571,-0.218571429,0.091428571,-0.304285714,0,42.857,28.571,0,28.571,71.429,42.857,14.286,28.571
0.571,0.429,7,0.714,1.214285714,0.252756994,1.56,-1,0,3.5,11,99,0.55,0.4,0,160,0.99,1.26,-2.172857143,-0.747142857,-0.114285714,-0.145714286,0.6,-0.058571429,0.031428571,-0.832857143,0.125714286,-0.29,0.03,-0.138571429,-0.081428571,-0.324285714,-2.332857143,-0.287142857,0.348571429,0.41,0.235714286,0.180571429,-0.713714286,0.208428571,0.192428571,0.765142857,-0.327428571,-3.532857143,-1.874285714,-0.25,-0.1,0.28,0.755714286,-0.037142857,-0.107142857,-0.105714286,0.138571429,-0.96,-0.158571429,0.652857143,1.767142857,-1.791428571,1.422857143,-0.058571429,-1.228571429,-0.554285714,0.388571429,-0.052857143,-0.718,-0.381714286,0.049714286,-0.105142857,-0.584857143,-0.544714286,0.100285714,0.018857143,-0.454285714,-0.037142857,0.28,-0.314285714,-0.665714286,-0.268571429,0.318571429,0.012857143,-0.102857143,-0.047142857,-0.188571429,0.661428571,-0.512857143,14.286,57.143,28.571,28.571,100,0,0,0,0
0.143,0.714,7,0.714,0.632857143,0.157910833,0.23,-0.71,-1,3.22,14,156,0.61,0.45,5.05,110,0.9,0.85,-0.787142857,-0.471428571,-0.304285714,-0.128571429,-0.425714286,-0.378571429,-0.511428571,-0.374285714,-0.485714286,-0.687142857,0.325714286,0.564285714,0.074285714,0.057142857,-0.771428571,-0.765714286,0.207142857,-0.611428571,0.102857143,0.233714286,0.196285714,-0.034714286,0.802142857,-0.121714286,-0.502285714,-4.81,-0.54,0.085714286,0.108571429,1.061428571,0.344285714,-0.152857143,-0.391428571,0.081428571,-0.235714286,-0.572857143,0.204285714,-0.517142857,0.665714286,-1.894285714,-0.291428571,-0.281428571,-0.782857143,0.892857143,-0.262857143,0.194285714,-0.873428571,-0.253714286,0.057142857,-0.008857143,-0.388714286,-0.86,-0.111142857,0.806,-0.24,0.064285714,0.05,0.132857143,-0.141428571,0.234285714,0.264285714,0.161428571,0.6,-0.051428571,-0.077142857,0.28,-0.384285714,42.857,42.857,42.857,28.571,85.714,14.286,14.286,0,14.286
0.143,0.429,7,0.571,0.384285714,0.617131004,1.71,0.67,0,5.7,17,129,0.03,0.39,0,110,0.35,1.01,3.505714286,0.071428571,-0.068571429,-0.122857143,0.054285714,0.345714286,-0.037142857,0.075714286,-0.014285714,0.155714286,0.164285714,0.352857143,0.525714286,-0.074285714,0.001428571,0.932857143,0.134285714,-0.008571429,-0.061428571,-0.026857143,0.068142857,0.263285714,-0.217714286,-0.100285714,0.091857143,-2.587142857,0.54,-0.157142857,-0.228571429,0.171428571,0.014285714,0.328571429,0.322857143,0.081428571,-0.144285714,0.611428571,-0.321428571,-0.014285714,0.335714286,1.218571429,-0.232857143,-0.531428571,0.512857143,-0.542857143,-0.404285714,0.51,-0.520857143,0.034,0.066,-0.086285714,0.031,0.284857143,0.036857143,-0.046571429,0.008571429,0.16,-0.285714286,0.227142857,-0.061428571,0.338571429,-0.181428571,-0.201428571,-0.16,-0.442857143,0.038571429,0.431428571,-0.358571429,14.286,42.857,0,28.571,42.857,57.143,28.571,14.286,14.286
0.5,0.25,8,0.625,0.74,0.36449159,0.4,0.38,-2,2.83,16,109,0.38,0.27,1.57,100,1.5,0.94,0.82875,-0.125,-0.1025,-0.365,0.16125,0.315,-0.56375,-0.445,0.165,0.28875,-0.165,0.65625,-0.415,0.23625,-0.85125,0.71,0.905,0.27,-0.565,0.173875,-0.131875,0.361,-0.3515,-0.4065,-0.66325,-2.47125,-0.22875,-0.33125,-0.20875,0.305,0.39375,0.3775,0.16625,0.4475,-0.4875,0.255,-0.36875,-0.39375,1.06625,0.32,0.27125,-1.87625,-0.09,-0.01375,-0.50375,0.58875,-0.48775,0.18775,0.25125,-0.107,0.016125,-0.121625,-0.03425,0.181375,-0.28875,0.505,0.08875,-0.02875,-0.325,0.25,-0.27875,0.225,-0.0775,-0.08,0.155,0.27625,-0.535,12.5,37.5,0,37.5,75,25,25,0,25
0.125,0.375,8,0.875,1.33375,0.173654203,0.52,-1.74,0,3.5,9,27,0.78,0.54,1.18,100,0.87,1.11,-2.46375,-0.69125,-0.21375,-0.03625,0.155,-0.335,0.045,-0.8975,-0.275,-0.01,0.62875,-0.3975,-0.065,0.53625,-1.68,-1.05375,0.72125,0.17375,-0.45125,0.41175,-0.186125,-0.19425,0.051875,0.145875,-0.10925,-4.915,-1.19,-0.26,0.50375,0.6125,0.67,-0.47,-0.21375,-0.10625,0.10875,-0.54875,-0.31125,-0.035,2.95125,-2.39,0.96125,-0.33,-0.17625,0.15375,0.1175,-0.21,-0.922125,-0.354875,0.0035,0.155875,-0.448,-0.49675,0.249625,-0.0575,-0.745,-0.425,0.50125,-0.13125,0.18125,-0.23125,0.03375,0.15,-0.20375,0.10125,-0.4425,0.5225,-0.4075,37.5,62.5,37.5,12.5,100,0,0,0,0
0.125,0.5,8,0.375,-0.06375,0.194501931,0.38,1,-3,2.86,30,166,0.31,0.52,0,50,0.32,0.69,1.92,-0.1925,-0.7125,-0.16,-0.1125,-0.90125,-0.86,0.20875,-0.27125,0.17,0.3225,1.0425,-0.7475,0.20375,1.7175,-1.65875,0.4825,-1.15,-0.07125,-0.43975,-0.26975,-0.87575,0.5515,-0.33575,-1.083875,-6.96625,0.01375,0.0425,0.42125,1.64125,-0.36875,-0.595,-1.1275,0.82875,-1.0425,-0.4225,0.9225,-0.5725,-3.6125,-3.19625,-0.10375,-1.4125,-0.62375,1.36,-0.5225,-0.0675,-1.24275,-0.147625,-0.25775,0.179125,-0.06075,-1.248375,0.14175,1.0835,0.7725,-0.06625,0.46625,-0.06125,-0.34,0.4975,0.08875,0.5025,0.2775,0.21625,-0.22125,-0.1775,-0.52875,50,62.5,12.5,0,62.5,37.5,37.5,0,37.5
0.375,0.625,8,0.625,0.34625,0.43401701,1.74,-0.29,-2,3.57,21,130,0.58,0.42,8.87,150,0.62,0.93,1.485,-0.0375,-0.3875,-0.33625,-0.485,-0.12625,0.07875,0.2275,-0.2125,-0.57,-0.4825,0.13875,0.11,0.29125,0.00125,-0.6625,-0.6275,-1.21625,0.3275,-0.659,0.47825,0.04075,0.61075,-0.047625,-0.1635,-4.41125,0.4725,0.19,0.51,0.38625,-0.0625,0.06625,0.0375,-0.66,-0.615,-0.3325,0.255,0.0575,-0.11125,0.0275,-2.21875,-0.4925,-0.54125,0.09125,0.68,-0.09375,-0.853,-0.4285,-0.32575,-0.059625,0.042375,0.436625,-0.02475,-0.093125,0.07375,-0.53,-0.46625,0.0125,-0.40125,0.1225,-0.505,0.2425,0.06125,0.0375,-0.4625,0.1025,-0.36625,0,50,50,0,50,50,50,12.5,37.5
0.375,0.25,8,0.5,0.61375,0.230815245,1.35,0.21,1,10.5,19,121,0.05,0.32,0,80,0.31,1.44,1.07625,-0.49125,-0.205,0.105,0.55,-0.18625,-0.43625,-0.345,-0.06625,-0.62,0.17,-1.0225,0.48125,-0.01625,-0.91625,0.07,0.4175,0.2975,1.0025,-0.036375,-0.542625,-0.153125,0.391875,1.516875,-0.1775,-4.4425,-1.20875,-0.32,-0.0525,0.31125,0.19375,-0.04375,-0.17,-0.10875,0.21125,-0.535,-0.1,1.29,-0.8,-1.03375,0.9925,0.92375,-1.1975,-1.2075,-0.41,0.1975,-0.86825,-0.243375,-0.08,-0.048125,-0.52075,-0.567125,0.14775,-0.02225,0.1925,-0.38375,0.005,-0.30625,-0.315,-0.5625,0.49625,-0.18375,0.06125,-0.31625,-0.3775,0.605,-0.365,25,62.5,25,12.5,75,25,12.5,12.5,0
0.375,0.5,8,0.375,0.425,0.221767562,0.66,1.21,0,7.89,22,127,-0.13,0.51,0,50,1.51,1.08,1.66375,0.0125,-0.24875,0.06375,0.3975,0.00875,-0.14875,0.02125,0.17625,-0.02625,-0.20875,-0.015,-0.21375,0.115,0.20375,0.00125,-0.0425,0.49375,0.13,-0.153875,-0.457125,-0.034375,-0.054125,0.177,-0.25825,-3.5575,-0.8175,-0.00625,-0.2075,0.47375,-0.0375,0.10375,-0.11625,0.15,-0.01,-0.12625,0.30625,0.37125,-1.13,-0.2375,0.75875,-0.19,-0.435,-0.16875,0.1675,-0.00875,-0.69025,-0.2215,-0.207,-0.27075,0.007,-0.3385,0.299875,0.102375,0.28625,0.17875,0.1775,-0.10375,-0.25875,-0.07625,0.0425,-0.1325,-0.12375,0.07125,-0.09875,0.3575,-0.5125,25,50,12.5,25,50,50,37.5,25,12.5
0.125,0.375,8,0.5,0.61375,0.2699795,0.3,0.95,0,5.71,18,11,-0.05,0.41,0,50,1.33,1.32,1.25125,-0.1525,-0.1125,-0.0875,0.4825,0.265,-0.68125,-0.2875,0.40375,-0.19,-0.15125,-0.56875,-0.13375,-0.0325,-0.76125,0.86875,0.79875,0.62,0.3175,-0.127125,-0.403875,0.147,-0.226875,0.81375,-0.443625,-2.845,-0.90875,-0.465,-0.30875,0.00875,0.185,0.28875,0.175,0.13375,-0.01875,-0.0225,-0.32,0.77375,-0.57625,0.54875,0.81625,-0.23125,-0.955,-0.97625,-0.48875,0.5,-0.588875,-0.046625,0.057875,-0.1775,-0.169,-0.096125,0.173625,-0.166875,0.14125,0.1075,0.07375,-0.4125,-0.33,-0.31125,-0.025,-0.11625,-0.08375,-0.28625,-0.125,0.4975,-0.46125,12.5,50,0,25,62.5,37.5,25,12.5,12.5
0.111,0.667,9,0.556,0.696666667,0.327937511,1.04,-0.29,0,7.68,14,146,0.33,0.28,0,100,0.71,1.1,0.297777778,-0.202222222,-0.151111111,-0.033333333,-0.226666667,0.086666667,-0.014444444,-0.138888889,0.122222222,-0.432222222,-0.253333333,-0.146666667,0.394444444,-0.163333333,-0.853333333,-0.057777778,-0.355555556,-0.022222222,0.395555556,0.176333333,0.225444444,0.212666667,0.326555556,0.477111111,-0.050555556,-3.507777778,-0.284444444,-0.271111111,0.052222222,0.051111111,0.243333333,0.024444444,0.168888889,-0.396666667,0.081111111,-0.4,0.118888889,0.376666667,0.818888889,0.063333333,-0.523333333,0.583333333,-0.812222222,-0.286666667,0.073333333,-0.464444444,-0.685,-0.319666667,-0.063111111,-0.228444444,-0.201555556,0.350222222,0.136777778,-0.119333333,-0.098888889,-0.166666667,-0.464444444,0.111111111,-0.207777778,-0.117777778,0.061111111,-0.01,0.056666667,-0.097777778,-0.273333333,0.547777778,-0.313333333,11.111,22.222,33.333,22.222,55.556,44.444,33.333,22.222,11.111
0.111,0.556,9,0.444,0.45,0.394320826,0.73,0.13,0,5.72,18,155,0.2,0.33,0,50,0.27,1.09,1.853333333,-0.191111111,-0.306666667,0.054444444,0.405555556,-0.268888889,-0.234444444,-0.113333333,-0.326666667,-0.635555556,-0.018888889,-0.286666667,0.082222222,0.307777778,-0.012222222,-0.351111111,0.112222222,-0.474444444,0.511111111,-0.053555556,-0.385333333,-0.189333333,0.616,0.397222222,-0.191222222,-4.81,-0.198888889,-0.074444444,0.098888889,0.745555556,0.033333333,-0.061111111,-0.306666667,0.112222222,-0.18,-0.184444444,0.077777778,0.265555556,-1.086666667,-1.152222222,0.214444444,-0.055555556,-0.365555556,-0.261111111,-0.076666667,0.242222222,-0.912888889,-0.122666667,-0.191444444,-0.030333333,-0.195888889,-0.472444444,0.079444444,0.331888889,0.17,-0.213333333,0.037777778,0.002222222,-0.176666667,0.158888889,0.146666667,0.003333333,0.001111111,-0.272222222,-0.352222222,0.358888889,-0.441111111,33.333,55.556,22.222,11.111,55.556,44.444,22.222,11.111,11.111
0.111,0.556,9,0.778,0.494444444,0.364663715,1.63,-0.92,-1,3.01,14,139,0.64,0.46,0,210,0.14,0.97,0.01,-0.384444444,-0.506666667,-0.053333333,-0.797777778,-0.708888889,0.022222222,-0.018888889,-0.083333333,-0.072222222,-0.297777778,-0.105555556,-0.03,-0.415555556,-0.236666667,-1.366666667,-0.178888889,-0.603333333,0.463333333,-0.056777778,0.486333333,-0.35,0.524333333,-0.045666667,-0.153333333,-6.127777778,-0.364444444,0.273333333,0.753333333,0.954444444,0.115555556,-0.515555556,-0.474444444,-0.82,-0.204444444,-0.435555556,-0.126666667,-0.193333333,0.43,-1.912222222,-1.862222222,0.52,0.124444444,0.08,-0.288888889,0.593333333,-1.099666667,-0.503555556,-0.420222222,0.106444444,-0.055666667,-0.545222222,0.079777778,0.158444444,-0.053333333,-0.681111111,-0.126666667,-0.036666667,-0.078888889,0.187777778,-0.048888889,-0.105555556,0.436666667,0.291111111,-0.552222222,0.452222222,-0.573333333,44.444,66.667,55.556,0,66.667,33.333,11.111,0,11.111
